Date;Time;Global_active_power;Global_reactive_power;Voltage;Global_intensity;Sub_metering_1;Sub_metering_2;Sub_metering_3
16/1/2007;02:52:00;0.316;0.138;244.920;1.400;0.000;2.000;0.000
16/1/2007;02:53:00;0.226;0.000;245.560;1.000;0.000;0.000;0.000
16/1/2007;02:54:00;0.240;0.000;245.990;1.000;0.000;1.000;0.000
16/1/2007;02:55:00;0.220;0.000;245.420;1.000;0.000;0.000;0.000
16/1/2007;02:56:00;0.238;0.000;244.350;1.000;0.000;0.000;0.000
16/1/2007;02:57:00;0.218;0.000;244.100;1.000;0.000;0.000;0.000
16/1/2007;02:58:00;0.236;0.000;244.060;1.000;0.000;0.000;0.000
16/1/2007;02:59:00;0.218;0.000;243.730;1.000;0.000;0.000;0.000
16/1/2007;03:00:00;0.236;0.000;243.540;1.000;0.000;1.000;0.000
16/1/2007;03:01:00;0.218;0.000;244.600;1.000;0.000;0.000;0.000
16/1/2007;03:02:00;0.238;0.000;244.890;1.000;0.000;0.000;0.000
16/1/2007;03:03:00;0.268;0.052;244.820;1.200;0.000;0.000;0.000
16/1/2007;03:04:00;0.312;0.116;244.270;1.400;0.000;0.000;0.000
16/1/2007;03:05:00;0.292;0.106;243.550;1.200;0.000;0.000;0.000
16/1/2007;03:06:00;0.312;0.110;243.330;1.400;0.000;1.000;0.000
16/1/2007;03:07:00;0.292;0.106;243.550;1.200;0.000;0.000;0.000
16/1/2007;03:08:00;0.312;0.112;243.480;1.400;0.000;0.000;0.000
16/1/2007;03:09:00;0.300;0.110;243.930;1.400;0.000;0.000;0.000
16/1/2007;03:10:00;0.386;0.202;244.070;1.800;0.000;0.000;0.000
16/1/2007;03:11:00;0.420;0.252;244.000;2.000;0.000;0.000;0.000
16/1/2007;03:12:00;0.394;0.248;243.900;1.800;0.000;1.000;0.000
16/1/2007;03:13:00;0.380;0.206;244.220;1.800;0.000;0.000;0.000
16/1/2007;03:14:00;0.322;0.144;244.450;1.400;0.000;0.000;0.000
16/1/2007;03:15:00;0.342;0.152;245.180;1.600;0.000;0.000;0.000
16/1/2007;03:16:00;0.320;0.146;244.910;1.400;0.000;0.000;0.000
16/1/2007;03:17:00;0.340;0.154;245.390;1.600;0.000;0.000;0.000
16/1/2007;03:18:00;0.318;0.146;244.840;1.400;0.000;0.000;0.000
16/1/2007;03:19:00;0.336;0.152;245.020;1.600;0.000;1.000;0.000
16/1/2007;03:20:00;0.314;0.142;243.880;1.400;0.000;0.000;0.000
16/1/2007;03:21:00;0.332;0.142;243.340;1.400;0.000;0.000;0.000
16/1/2007;03:22:00;0.288;0.104;243.750;1.200;0.000;0.000;0.000
16/1/2007;03:23:00;0.236;0.000;243.990;1.000;0.000;0.000;0.000
16/1/2007;03:24:00;0.218;0.000;244.100;1.000;0.000;0.000;0.000
16/1/2007;03:25:00;0.238;0.000;244.390;1.000;0.000;1.000;0.000
16/1/2007;03:26:00;0.220;0.000;245.430;1.000;0.000;0.000;0.000
16/1/2007;03:27:00;0.240;0.000;245.210;1.000;0.000;0.000;0.000
16/1/2007;03:28:00;0.220;0.000;245.820;1.000;0.000;0.000;0.000
16/1/2007;03:29:00;0.238;0.000;244.300;1.000;0.000;0.000;0.000
16/1/2007;03:30:00;0.218;0.000;244.240;1.000;0.000;0.000;0.000
16/1/2007;03:31:00;0.238;0.000;244.130;1.000;0.000;1.000;0.000
16/1/2007;03:32:00;0.218;0.000;244.620;1.000;0.000;0.000;0.000
16/1/2007;03:33:00;0.238;0.000;244.120;1.000;0.000;0.000;0.000
16/1/2007;03:34:00;0.216;0.000;243.630;1.000;0.000;0.000;0.000
16/1/2007;03:35:00;0.238;0.000;244.130;1.000;0.000;0.000;0.000
16/1/2007;03:36:00;0.218;0.000;243.880;1.000;0.000;0.000;0.000
16/1/2007;03:37:00;0.234;0.000;242.500;1.000;0.000;1.000;0.000
16/1/2007;03:38:00;0.212;0.000;241.340;0.800;0.000;0.000;0.000
16/1/2007;03:39:00;0.232;0.000;241.700;1.000;0.000;0.000;0.000
16/1/2007;03:40:00;0.226;0.000;241.900;1.000;0.000;0.000;0.000
16/1/2007;03:41:00;0.220;0.000;241.720;1.000;0.000;0.000;0.000
16/1/2007;03:42:00;0.234;0.000;242.290;1.000;0.000;1.000;0.000
16/1/2007;03:43:00;0.216;0.000;242.930;0.800;0.000;0.000;0.000
16/1/2007;03:44:00;0.234;0.000;242.760;1.000;0.000;0.000;0.000
16/1/2007;03:45:00;0.216;0.000;243.260;1.000;0.000;0.000;0.000
16/1/2007;03:46:00;0.342;0.120;243.070;1.600;0.000;0.000;0.000
16/1/2007;03:47:00;0.324;0.132;242.610;1.400;0.000;0.000;0.000
16/1/2007;03:48:00;0.342;0.140;243.040;1.600;0.000;1.000;0.000
16/1/2007;03:49:00;0.320;0.134;243.000;1.400;0.000;0.000;0.000
16/1/2007;03:50:00;0.384;0.182;243.800;1.800;0.000;0.000;0.000
16/1/2007;03:51:00;0.396;0.246;243.860;1.800;0.000;0.000;0.000
16/1/2007;03:52:00;0.412;0.248;243.210;2.000;0.000;0.000;0.000
16/1/2007;03:53:00;0.392;0.242;243.130;1.800;0.000;0.000;0.000
16/1/2007;03:54:00;0.408;0.242;242.330;2.000;0.000;1.000;0.000
16/1/2007;03:55:00;0.386;0.236;242.200;1.800;0.000;0.000;0.000
16/1/2007;03:56:00;0.404;0.242;242.400;2.000;0.000;0.000;0.000
16/1/2007;03:57:00;0.382;0.238;242.360;1.800;0.000;0.000;0.000
16/1/2007;03:58:00;0.352;0.174;242.330;1.600;0.000;0.000;0.000
16/1/2007;03:59:00;0.286;0.104;242.830;1.200;0.000;0.000;0.000
16/1/2007;04:00:00;0.288;0.082;243.230;1.200;0.000;1.000;0.000
16/1/2007;04:01:00;0.218;0.000;243.700;1.000;0.000;0.000;0.000
16/1/2007;04:02:00;0.238;0.000;244.430;1.000;0.000;0.000;0.000
16/1/2007;04:03:00;0.218;0.000;243.850;1.000;0.000;0.000;0.000
16/1/2007;04:04:00;0.234;0.000;242.730;1.000;0.000;0.000;0.000
16/1/2007;04:05:00;0.216;0.000;242.610;1.000;0.000;0.000;0.000
16/1/2007;04:06:00;0.236;0.000;242.610;1.000;0.000;1.000;0.000
16/1/2007;04:07:00;0.216;0.000;242.780;1.000;0.000;0.000;0.000
16/1/2007;04:08:00;0.236;0.000;243.410;1.000;0.000;0.000;0.000
16/1/2007;04:09:00;0.218;0.000;243.430;1.000;0.000;0.000;0.000
16/1/2007;04:10:00;0.236;0.000;242.800;1.000;0.000;0.000;0.000
16/1/2007;04:11:00;0.230;0.000;242.170;1.000;0.000;0.000;0.000
16/1/2007;04:12:00;0.218;0.000;241.480;1.000;0.000;1.000;0.000
16/1/2007;04:13:00;0.234;0.000;242.450;1.000;0.000;0.000;0.000
16/1/2007;04:14:00;0.216;0.000;242.590;1.000;0.000;0.000;0.000
16/1/2007;04:15:00;0.234;0.000;242.200;1.000;0.000;0.000;0.000
16/1/2007;04:16:00;0.216;0.000;242.630;1.000;0.000;0.000;0.000
16/1/2007;04:17:00;0.236;0.000;242.820;1.000;0.000;1.000;0.000
16/1/2007;04:18:00;0.216;0.000;242.710;1.000;0.000;0.000;0.000
16/1/2007;04:19:00;0.234;0.000;242.140;1.000;0.000;0.000;0.000
16/1/2007;04:20:00;0.214;0.000;241.990;0.800;0.000;0.000;0.000
16/1/2007;04:21:00;0.256;0.000;242.030;1.200;0.000;0.000;0.000
16/1/2007;04:22:00;0.324;0.128;241.650;1.400;0.000;0.000;0.000
16/1/2007;04:23:00;0.340;0.132;241.410;1.600;0.000;0.000;0.000
16/1/2007;04:24:00;0.318;0.124;240.830;1.400;0.000;0.000;0.000
16/1/2007;04:25:00;0.388;0.186;241.280;1.800;0.000;2.000;0.000
16/1/2007;04:26:00;0.402;0.250;241.250;2.000;0.000;1.000;0.000
16/1/2007;04:27:00;0.438;0.254;241.050;2.000;0.000;2.000;0.000
16/1/2007;04:28:00;0.414;0.244;240.120;2.000;0.000;1.000;0.000
16/1/2007;04:29:00;0.416;0.246;239.680;2.000;0.000;2.000;0.000
16/1/2007;04:30:00;0.392;0.244;239.990;1.800;0.000;1.000;0.000
16/1/2007;04:31:00;0.412;0.254;241.170;2.000;0.000;2.000;0.000
16/1/2007;04:32:00;1.274;0.236;240.140;5.600;0.000;2.000;12.000
16/1/2007;04:33:00;1.504;0.236;239.630;6.200;0.000;1.000;18.000
16/1/2007;04:34:00;1.406;0.138;239.880;5.800;0.000;2.000;19.000
16/1/2007;04:35:00;1.398;0.108;240.770;5.800;0.000;1.000;18.000
16/1/2007;04:36:00;1.372;0.102;240.730;5.600;0.000;2.000;17.000
16/1/2007;04:37:00;1.392;0.110;241.160;5.800;0.000;2.000;18.000
16/1/2007;04:38:00;1.410;0.136;241.470;5.800;0.000;1.000;18.000
16/1/2007;04:39:00;1.460;0.214;241.030;6.000;0.000;2.000;18.000
16/1/2007;04:40:00;1.442;0.208;240.780;6.000;0.000;1.000;18.000
16/1/2007;04:41:00;1.452;0.212;241.160;6.000;0.000;2.000;18.000
16/1/2007;04:42:00;1.454;0.212;240.940;6.000;0.000;1.000;18.000
16/1/2007;04:43:00;1.426;0.204;240.440;6.000;0.000;1.000;17.000
16/1/2007;04:44:00;1.402;0.158;239.130;5.800;0.000;2.000;18.000
16/1/2007;04:45:00;1.332;0.078;238.880;5.600;0.000;0.000;17.000
16/1/2007;04:46:00;1.356;0.084;239.380;5.600;0.000;0.000;18.000
16/1/2007;04:47:00;1.346;0.082;240.300;5.600;0.000;0.000;18.000
16/1/2007;04:48:00;1.330;0.000;240.300;5.400;0.000;0.000;17.000
16/1/2007;04:49:00;1.276;0.000;240.340;5.200;0.000;0.000;18.000
16/1/2007;04:50:00;1.290;0.000;239.740;5.400;0.000;1.000;18.000
16/1/2007;04:51:00;1.276;0.000;240.220;5.200;0.000;0.000;17.000
16/1/2007;04:52:00;1.296;0.000;240.390;5.400;0.000;0.000;18.000
16/1/2007;04:53:00;1.274;0.000;240.200;5.200;0.000;0.000;18.000
16/1/2007;04:54:00;1.300;0.000;240.700;5.400;0.000;0.000;17.000
16/1/2007;04:55:00;1.270;0.000;239.720;5.200;0.000;0.000;18.000
16/1/2007;04:56:00;1.296;0.000;240.340;5.400;0.000;1.000;18.000
16/1/2007;04:57:00;1.300;0.000;240.470;5.400;0.000;0.000;17.000
16/1/2007;04:58:00;1.398;0.114;239.560;5.800;0.000;0.000;18.000
16/1/2007;04:59:00;1.392;0.116;241.140;5.800;0.000;0.000;18.000
16/1/2007;05:00:00;1.416;0.124;241.780;5.800;0.000;0.000;18.000
16/1/2007;05:01:00;1.388;0.116;241.260;5.600;0.000;0.000;17.000
16/1/2007;05:02:00;1.404;0.122;241.120;5.800;0.000;0.000;18.000
16/1/2007;05:03:00;1.390;0.120;241.780;5.600;0.000;0.000;18.000
16/1/2007;05:04:00;1.408;0.124;241.770;5.800;0.000;1.000;18.000
16/1/2007;05:05:00;1.394;0.122;242.300;5.800;0.000;0.000;18.000
16/1/2007;05:06:00;1.406;0.124;241.760;5.800;0.000;0.000;18.000
16/1/2007;05:07:00;0.718;0.130;242.940;3.600;0.000;0.000;8.000
16/1/2007;05:08:00;0.332;0.142;243.380;1.400;0.000;0.000;0.000
16/1/2007;05:09:00;0.312;0.138;243.500;1.400;0.000;0.000;0.000
16/1/2007;05:10:00;0.250;0.000;243.690;1.200;0.000;1.000;0.000
16/1/2007;05:11:00;0.228;0.000;244.040;1.000;0.000;0.000;0.000
16/1/2007;05:12:00;0.228;0.000;243.770;1.000;0.000;0.000;0.000
16/1/2007;05:13:00;0.236;0.000;243.470;1.000;0.000;0.000;0.000
16/1/2007;05:14:00;0.216;0.000;243.130;1.000;0.000;0.000;0.000
16/1/2007;05:15:00;0.238;0.000;243.740;1.000;0.000;1.000;0.000
16/1/2007;05:16:00;0.218;0.000;243.780;1.000;0.000;0.000;0.000
16/1/2007;05:17:00;0.236;0.000;243.420;1.000;0.000;0.000;0.000
16/1/2007;05:18:00;0.216;0.000;243.070;1.000;0.000;0.000;0.000
16/1/2007;05:19:00;0.236;0.000;243.210;1.000;0.000;0.000;0.000
16/1/2007;05:20:00;0.216;0.000;243.230;1.000;0.000;0.000;0.000
16/1/2007;05:21:00;0.236;0.000;243.430;1.000;0.000;1.000;0.000
16/1/2007;05:22:00;0.216;0.000;243.360;1.000;0.000;0.000;0.000
16/1/2007;05:23:00;0.238;0.000;244.000;1.000;0.000;0.000;0.000
16/1/2007;05:24:00;0.218;0.000;243.930;1.000;0.000;0.000;0.000
16/1/2007;05:25:00;0.238;0.000;243.680;1.000;0.000;0.000;0.000
16/1/2007;05:26:00;0.218;0.000;243.710;1.000;0.000;0.000;0.000
16/1/2007;05:27:00;0.302;0.074;243.710;1.400;0.000;1.000;0.000
16/1/2007;05:28:00;0.294;0.108;243.490;1.200;0.000;0.000;0.000
16/1/2007;05:29:00;0.312;0.108;242.530;1.400;0.000;0.000;0.000
16/1/2007;05:30:00;0.294;0.104;242.860;1.200;0.000;0.000;0.000
16/1/2007;05:31:00;0.312;0.108;242.270;1.400;0.000;0.000;0.000
16/1/2007;05:32:00;0.290;0.102;242.330;1.200;0.000;0.000;0.000
16/1/2007;05:33:00;0.334;0.128;242.850;1.600;0.000;1.000;0.000
16/1/2007;05:34:00;0.398;0.240;242.620;1.800;0.000;0.000;0.000
16/1/2007;05:35:00;0.416;0.248;243.000;2.000;0.000;0.000;0.000
16/1/2007;05:36:00;0.368;0.202;242.210;1.800;0.000;0.000;0.000
16/1/2007;05:37:00;0.338;0.138;242.230;1.600;0.000;0.000;0.000
16/1/2007;05:38:00;0.318;0.134;242.440;1.400;0.000;0.000;0.000
16/1/2007;05:39:00;0.338;0.144;243.330;1.600;0.000;1.000;0.000
16/1/2007;05:40:00;0.318;0.140;243.680;1.400;0.000;0.000;0.000
16/1/2007;05:41:00;0.348;0.144;243.690;1.600;0.000;0.000;0.000
16/1/2007;05:42:00;0.336;0.140;243.330;1.400;0.000;0.000;0.000
16/1/2007;05:43:00;0.320;0.140;243.320;1.400;0.000;0.000;0.000
16/1/2007;05:44:00;0.332;0.142;242.990;1.400;0.000;1.000;0.000
16/1/2007;05:45:00;0.312;0.136;243.140;1.400;0.000;0.000;0.000
16/1/2007;05:46:00;0.246;0.000;242.970;1.000;0.000;0.000;0.000
16/1/2007;05:47:00;0.216;0.000;243.300;1.000;0.000;0.000;0.000
16/1/2007;05:48:00;0.238;0.000;244.090;1.000;0.000;0.000;0.000
16/1/2007;05:49:00;0.218;0.000;243.970;1.000;0.000;0.000;0.000
16/1/2007;05:50:00;0.238;0.000;243.930;1.000;0.000;1.000;0.000
16/1/2007;05:51:00;0.216;0.000;243.350;1.000;0.000;0.000;0.000
16/1/2007;05:52:00;0.238;0.000;243.550;1.000;0.000;0.000;0.000
16/1/2007;05:53:00;0.216;0.000;243.510;1.000;0.000;0.000;0.000
16/1/2007;05:54:00;0.238;0.000;243.680;1.000;0.000;0.000;0.000
16/1/2007;05:55:00;0.216;0.000;242.780;1.000;0.000;0.000;0.000
16/1/2007;05:56:00;0.234;0.000;242.590;1.000;0.000;1.000;0.000
16/1/2007;05:57:00;0.218;0.000;243.800;1.000;0.000;0.000;0.000
16/1/2007;05:58:00;0.236;0.000;243.420;1.000;0.000;0.000;0.000
16/1/2007;05:59:00;0.220;0.000;243.500;1.000;0.000;0.000;0.000
16/1/2007;06:00:00;0.244;0.000;243.270;1.000;0.000;0.000;0.000
16/1/2007;06:01:00;0.224;0.000;243.910;1.000;0.000;0.000;0.000
16/1/2007;06:02:00;0.244;0.000;243.940;1.000;0.000;1.000;0.000
16/1/2007;06:03:00;0.224;0.000;243.960;1.000;0.000;0.000;0.000
16/1/2007;06:04:00;0.244;0.000;243.810;1.000;0.000;0.000;0.000
16/1/2007;06:05:00;0.224;0.000;243.860;1.000;0.000;0.000;0.000
16/1/2007;06:06:00;0.244;0.000;243.910;1.000;0.000;0.000;0.000
16/1/2007;06:07:00;0.224;0.000;244.460;1.000;0.000;0.000;0.000
16/1/2007;06:08:00;0.244;0.000;244.590;1.000;0.000;1.000;0.000
16/1/2007;06:09:00;0.222;0.000;243.910;1.000;0.000;0.000;0.000
16/1/2007;06:10:00;0.362;0.138;242.730;1.600;0.000;0.000;0.000
16/1/2007;06:11:00;0.332;0.138;243.260;1.400;0.000;0.000;0.000
16/1/2007;06:12:00;0.348;0.146;244.230;1.600;0.000;0.000;0.000
16/1/2007;06:13:00;0.344;0.142;243.660;1.600;0.000;0.000;0.000
16/1/2007;06:14:00;0.328;0.138;243.450;1.400;0.000;1.000;0.000
16/1/2007;06:15:00;0.422;0.228;243.390;2.000;0.000;0.000;0.000
16/1/2007;06:16:00;0.398;0.244;243.430;1.800;0.000;0.000;0.000
16/1/2007;06:17:00;0.414;0.244;242.570;2.000;0.000;0.000;0.000
16/1/2007;06:18:00;0.392;0.234;241.570;1.800;0.000;0.000;0.000
16/1/2007;06:19:00;0.490;0.338;241.480;2.600;0.000;2.000;0.000
16/1/2007;06:20:00;0.474;0.364;242.340;2.400;0.000;1.000;0.000
16/1/2007;06:21:00;0.488;0.366;242.170;2.400;0.000;2.000;0.000
16/1/2007;06:22:00;0.396;0.262;243.890;2.000;0.000;1.000;0.000
16/1/2007;06:23:00;0.400;0.244;244.630;1.800;0.000;2.000;0.000
16/1/2007;06:24:00;0.380;0.244;245.780;1.800;0.000;2.000;0.000
16/1/2007;06:25:00;0.330;0.142;246.090;1.400;0.000;1.000;0.000
16/1/2007;06:26:00;0.310;0.136;245.730;1.400;0.000;2.000;0.000
16/1/2007;06:27:00;0.330;0.142;245.760;1.400;0.000;2.000;0.000
16/1/2007;06:28:00;0.316;0.142;245.640;1.400;0.000;1.000;0.000
16/1/2007;06:29:00;0.328;0.136;244.930;1.400;0.000;2.000;0.000
16/1/2007;06:30:00;0.306;0.132;245.140;1.400;0.000;1.000;0.000
16/1/2007;06:31:00;0.326;0.138;245.220;1.400;0.000;2.000;0.000
16/1/2007;06:32:00;0.302;0.126;243.820;1.400;0.000;1.000;0.000
16/1/2007;06:33:00;0.322;0.132;244.020;1.400;0.000;2.000;0.000
16/1/2007;06:34:00;0.300;0.126;243.900;1.400;0.000;1.000;0.000
16/1/2007;06:35:00;0.318;0.128;243.330;1.400;0.000;2.000;0.000
16/1/2007;06:36:00;0.294;0.120;242.430;1.200;0.000;1.000;0.000
16/1/2007;06:37:00;0.316;0.128;243.040;1.400;0.000;2.000;0.000
16/1/2007;06:38:00;0.220;0.000;242.770;1.000;0.000;0.000;0.000
16/1/2007;06:39:00;0.238;0.000;242.140;1.000;0.000;0.000;0.000
16/1/2007;06:40:00;0.216;0.000;242.010;1.000;0.000;0.000;0.000
16/1/2007;06:41:00;0.238;0.000;242.520;1.000;0.000;1.000;0.000
16/1/2007;06:42:00;0.228;0.000;243.720;1.000;0.000;0.000;0.000
16/1/2007;06:43:00;0.232;0.000;243.720;1.000;0.000;0.000;0.000
16/1/2007;06:44:00;0.238;0.000;243.340;1.000;0.000;0.000;0.000
16/1/2007;06:45:00;0.244;0.000;242.000;1.200;0.000;0.000;0.000
16/1/2007;06:46:00;0.472;0.160;242.040;2.000;0.000;1.000;0.000
16/1/2007;06:47:00;0.514;0.154;241.700;2.200;0.000;0.000;0.000
16/1/2007;06:48:00;0.528;0.154;240.890;2.200;0.000;0.000;0.000
16/1/2007;06:49:00;0.744;0.186;240.980;3.200;0.000;0.000;0.000
16/1/2007;06:50:00;1.008;0.234;241.820;4.200;0.000;0.000;0.000
16/1/2007;06:51:00;0.994;0.236;242.980;4.200;0.000;0.000;0.000
16/1/2007;06:52:00;1.132;0.246;244.240;4.800;0.000;1.000;0.000
16/1/2007;06:53:00;1.004;0.244;244.520;4.200;0.000;0.000;0.000
16/1/2007;06:54:00;1.024;0.250;244.720;4.200;0.000;0.000;0.000
16/1/2007;06:55:00;3.194;0.218;242.510;15.600;0.000;0.000;0.000
16/1/2007;06:56:00;5.570;0.194;239.990;23.200;0.000;0.000;0.000
16/1/2007;06:57:00;4.384;0.204;241.860;18.200;0.000;0.000;0.000
16/1/2007;06:58:00;4.816;0.110;241.250;20.400;0.000;1.000;18.000
16/1/2007;06:59:00;2.404;0.082;242.940;9.800;0.000;0.000;18.000
16/1/2007;07:00:00;2.366;0.090;243.550;9.600;0.000;0.000;19.000
16/1/2007;07:01:00;3.154;0.076;242.990;13.200;0.000;0.000;18.000
16/1/2007;07:02:00;3.494;0.198;242.140;14.800;0.000;0.000;18.000
16/1/2007;07:03:00;3.884;0.212;239.770;16.200;0.000;0.000;18.000
16/1/2007;07:04:00;2.376;0.188;241.430;9.800;0.000;1.000;18.000
16/1/2007;07:05:00;2.096;0.184;240.950;8.600;0.000;0.000;18.000
16/1/2007;07:06:00;2.108;0.190;241.120;8.800;0.000;0.000;18.000
16/1/2007;07:07:00;2.086;0.182;240.770;8.600;0.000;0.000;17.000
16/1/2007;07:08:00;2.100;0.188;240.610;8.800;0.000;0.000;18.000
16/1/2007;07:09:00;2.092;0.184;241.050;8.600;0.000;0.000;18.000
16/1/2007;07:10:00;2.116;0.190;241.080;8.800;0.000;1.000;18.000
16/1/2007;07:11:00;2.092;0.184;240.960;8.600;0.000;0.000;17.000
16/1/2007;07:12:00;2.100;0.190;241.280;8.600;0.000;0.000;18.000
16/1/2007;07:13:00;2.086;0.184;240.460;8.600;0.000;0.000;18.000
16/1/2007;07:14:00;2.060;0.138;240.040;8.600;0.000;0.000;18.000
16/1/2007;07:15:00;2.020;0.078;240.140;8.400;0.000;0.000;17.000
16/1/2007;07:16:00;2.034;0.080;240.990;8.400;0.000;0.000;18.000
16/1/2007;07:17:00;2.078;0.078;240.870;8.600;0.000;0.000;18.000
16/1/2007;07:18:00;2.088;0.078;241.080;8.600;0.000;0.000;18.000
16/1/2007;07:19:00;2.064;0.074;239.860;8.600;0.000;0.000;17.000
16/1/2007;07:20:00;2.068;0.070;239.180;8.600;0.000;0.000;18.000
16/1/2007;07:21:00;2.114;0.140;238.680;8.800;0.000;0.000;17.000
16/1/2007;07:22:00;2.152;0.202;238.870;9.000;0.000;0.000;18.000
16/1/2007;07:23:00;2.152;0.204;239.320;9.000;0.000;0.000;17.000
16/1/2007;07:24:00;2.170;0.204;239.580;9.000;0.000;0.000;18.000
16/1/2007;07:25:00;2.186;0.212;240.790;9.000;0.000;0.000;18.000
16/1/2007;07:26:00;2.184;0.214;241.140;9.000;0.000;0.000;18.000
16/1/2007;07:27:00;2.182;0.216;241.400;9.000;0.000;0.000;17.000
16/1/2007;07:28:00;2.236;0.206;239.760;9.400;0.000;0.000;18.000
16/1/2007;07:29:00;2.414;0.198;238.170;10.200;0.000;0.000;17.000
16/1/2007;07:30:00;2.408;0.196;237.920;10.000;0.000;0.000;18.000
16/1/2007;07:31:00;2.408;0.194;237.660;10.200;0.000;0.000;17.000
16/1/2007;07:32:00;2.394;0.192;236.990;10.000;0.000;0.000;17.000
16/1/2007;07:33:00;2.410;0.198;238.080;10.000;0.000;0.000;18.000
16/1/2007;07:34:00;2.454;0.108;239.440;10.200;0.000;0.000;17.000
16/1/2007;07:35:00;2.502;0.068;239.430;10.400;0.000;0.000;18.000
16/1/2007;07:36:00;2.464;0.070;239.710;10.200;0.000;0.000;17.000
16/1/2007;07:37:00;2.356;0.074;240.290;9.800;0.000;0.000;18.000
16/1/2007;07:38:00;2.366;0.076;240.640;9.800;0.000;0.000;18.000
16/1/2007;07:39:00;2.356;0.074;240.150;9.800;0.000;0.000;17.000
16/1/2007;07:40:00;2.430;0.074;240.820;10.000;0.000;0.000;18.000
16/1/2007;07:41:00;2.532;0.054;240.530;10.400;0.000;0.000;18.000
16/1/2007;07:42:00;2.578;0.000;241.070;10.600;0.000;0.000;18.000
16/1/2007;07:43:00;2.498;0.000;239.930;10.400;0.000;0.000;17.000
16/1/2007;07:44:00;2.486;0.000;239.020;10.400;0.000;0.000;18.000
16/1/2007;07:45:00;2.474;0.000;238.980;10.400;0.000;0.000;17.000
16/1/2007;07:46:00;2.824;0.000;238.840;11.800;0.000;0.000;18.000
16/1/2007;07:47:00;3.048;0.058;238.640;12.800;0.000;0.000;17.000
16/1/2007;07:48:00;2.936;0.060;239.050;12.200;0.000;0.000;18.000
16/1/2007;07:49:00;3.004;0.140;238.950;12.600;0.000;0.000;17.000
16/1/2007;07:50:00;3.112;0.148;239.570;13.000;0.000;0.000;18.000
16/1/2007;07:51:00;3.206;0.138;238.540;13.400;0.000;0.000;17.000
16/1/2007;07:52:00;2.934;0.102;238.790;12.200;0.000;0.000;18.000
16/1/2007;07:53:00;2.688;0.070;238.900;11.200;0.000;0.000;17.000
16/1/2007;07:54:00;2.684;0.068;238.330;11.200;0.000;0.000;18.000
16/1/2007;07:55:00;2.928;0.058;236.590;12.200;0.000;0.000;17.000
16/1/2007;07:56:00;3.260;0.122;236.490;13.800;0.000;0.000;17.000
16/1/2007;07:57:00;3.026;0.184;236.360;12.800;0.000;0.000;17.000
16/1/2007;07:58:00;2.948;0.212;236.370;12.400;0.000;0.000;17.000
16/1/2007;07:59:00;2.988;0.216;237.300;12.600;1.000;0.000;17.000
16/1/2007;08:00:00;2.722;0.212;238.030;11.400;1.000;0.000;18.000
16/1/2007;08:01:00;2.728;0.206;238.130;11.400;1.000;0.000;17.000
16/1/2007;08:02:00;2.100;0.216;238.280;8.800;1.000;0.000;17.000
16/1/2007;08:03:00;1.584;0.220;239.000;6.600;2.000;0.000;18.000
16/1/2007;08:04:00;1.466;0.168;239.320;6.000;1.000;0.000;17.000
16/1/2007;08:05:00;1.438;0.124;240.210;6.000;1.000;0.000;18.000
16/1/2007;08:06:00;1.424;0.120;239.420;5.800;1.000;0.000;18.000
16/1/2007;08:07:00;1.446;0.128;241.210;6.000;2.000;0.000;17.000
16/1/2007;08:08:00;1.454;0.134;242.250;6.000;1.000;0.000;18.000
16/1/2007;08:09:00;1.460;0.136;242.520;6.000;1.000;0.000;18.000
16/1/2007;08:10:00;1.366;0.000;241.440;5.600;1.000;0.000;18.000
16/1/2007;08:11:00;1.362;0.000;241.730;5.600;2.000;0.000;18.000
16/1/2007;08:12:00;1.010;0.000;242.180;4.600;1.000;0.000;13.000
16/1/2007;08:13:00;0.380;0.124;241.320;1.800;1.000;1.000;0.000
16/1/2007;08:14:00;0.370;0.136;242.860;1.600;1.000;1.000;0.000
16/1/2007;08:15:00;0.370;0.134;242.220;1.600;2.000;1.000;0.000
16/1/2007;08:16:00;0.376;0.150;242.820;1.600;1.000;2.000;0.000
16/1/2007;08:17:00;0.340;0.174;243.390;1.600;1.000;1.000;0.000
16/1/2007;08:18:00;0.370;0.146;242.300;1.600;1.000;2.000;0.000
16/1/2007;08:19:00;0.970;0.132;241.790;5.800;9.000;1.000;0.000
16/1/2007;08:20:00;2.646;0.110;241.270;10.800;39.000;2.000;0.000
16/1/2007;08:21:00;2.632;0.108;241.080;10.800;39.000;1.000;0.000
16/1/2007;08:22:00;2.638;0.110;241.420;10.800;39.000;1.000;0.000
16/1/2007;08:23:00;2.614;0.106;240.580;10.800;39.000;2.000;0.000
16/1/2007;08:24:00;2.570;0.098;238.490;10.600;38.000;1.000;0.000
16/1/2007;08:25:00;2.602;0.104;240.090;10.800;39.000;1.000;0.000
16/1/2007;08:26:00;2.596;0.104;239.940;10.800;38.000;2.000;0.000
16/1/2007;08:27:00;2.622;0.110;241.090;10.800;39.000;1.000;0.000
16/1/2007;08:28:00;2.616;0.108;240.940;10.800;39.000;1.000;0.000
16/1/2007;08:29:00;2.594;0.104;240.080;10.800;38.000;2.000;0.000
16/1/2007;08:30:00;2.548;0.096;237.890;10.600;38.000;1.000;0.000
